ID,Title,CompanyName,FundRaiseAmount,RaisedFundAmount,InvestorsCount,ExpectedReturnRate,CollateralType,Duration,FundRaisingEndDate,PlatformID,PlatformName,PlatformCode,URL,BannerURL,PlatformWebsite
673d7b0e1db6a78fadc8b593,تولید و فروش داروی درمان سرطان اولاپاریب,نانو فناوران داروئی الوند,225000000000,225000000000,79,41.000000,ضمانت‌نامه تعهد پرداخت اصل سرمایه,12 ماهه,2024-12-19T20:30:00.000Z,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=673d7b0e1db6a78fadc8b593,https://carinx.ir/files/6efa0f1143a59caafd0736db4daf257cb8b24f803f1a9afcacb4fbde9b6f00ac.jpg,karencrowd.com
673d9e3bec563f5c9730c079,تامین سرمایه در گردش به ‌منظور تولید و فروش متر و قطعات قیچی باغبانی,شرکت آرمان سدید آسیا (سهامی خاص),150000000000,150000000000,0,40.000000,تضمین بانکی اصل سرمایه به همراه تعهد بازخرید توسط متقاضی در سررسید,12,2024-12-18T20:30:00.000Z,6710a50101b4f1cf53540c9b,پولسار,pulsar,/api/fund-raises/resolve?id=673d9e3bec563f5c9730c079,https://carinx.ir/files/ed58e2eb0f6e8b455b4eda7d248d936fde4b7a426425d62b2295d2188578ed97.jpg,pulsar.ir
673c29b03ef84e553e5cc6b1,بازرگانی فرومنگنز پر کربن,بازرگان گستر ارزش آفرین آسیا,250000000000,250005000000,296,43.000000,ضمانت‌نامه تعهد پرداخت اصل سرمایه,12 ماهه,2024-12-17T20:30:00.000Z,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=673c29b03ef84e553e5cc6b1,https://carinx.ir/files/8aa2f13f518e4860fd9765fd301e35b364d8d2e052a37ac6c1df9213bbd5c4c7.jpg,karencrowd.com
673b0268de859e87e045e7aa,تامین سرمایه در گردش جهت تولید پهپاد سمپاش 16 لیتری,پرواز یاران سیرنگ,70000000000,70000000000,298,41.000000,اصل سرمایه,دوازده ماهه,2024-12-17T20:30:00.000Z,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=673b0268de859e87e045e7aa,https://carinx.ir/files/a26501025ed4dfc10b39b17eead7cdeffa3b9b9614b6a44e5b40fd93dcbf7cdc.jpg,hamafarin.ir
673889944b2f910a3fb6337f,تامین سرمایه در گردش تولید ورق کارتن سه لایه,همکار کارتن صفادشت,100000000000,100000000000,368,42.000000,اصل سرمایه,دوازده ماهه,2024-12-15T20:30:00.000Z,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=673889944b2f910a3fb6337f,https://carinx.ir/files/f47cc4f812ea5f0c3ee95e40b34e62c7630f0b9b0544ee35f8d96c40c0e5fb65.jpg,hamafarin.ir
67387b505aaf3b74ead8fc16,تامین سرمایه در گردش احداث تصفیه خانه آب سد گلال ایلام,شرق سازه کویر,360000000000,360000000000,38,42.000000,اصل سرمایه,دوازده ماهه,2024-12-15T20:30:00.000Z,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=67387b505aaf3b74ead8fc16,https://carinx.ir/files/caaba4a1d3c6c53372fe6bee9865425c5b401c52219c30fd74379a9265d94d8f.jpg,hamafarin.ir
674563f1f8e709fafa28b081,تامین مالی جمعی تامین سرمایه در گردش تولید و فروش انواع سس های سرد و گرم و سرکه های طبیعی و صنعتی ," قطران گل ایران ",150000000000,150000000000,94,38.000000,چک,12,2024-12-15T03:30:00.000Z,66654ff356281b865f07d8e3,کاریزما‌,charisma,/api/fund-raises/resolve?id=674563f1f8e709fafa28b081,https://carinx.ir/files/6905def76eaf44f2d21cf27c6f5e2dd0aface777536b755d4edef9df42c74909.jpg,crowd.charisma.ir
6733042d6d05e2381326508e,قسمت 23 کارمانی - ارائه خدمات تبلیغاتی در حوزه FMCG,ترند سازان خلاق,150000000000,150000000000,85,42.000000,ضمانت‌نامه تعهد‌پرداخت اصل سرمایه,12 ماهه,2024-12-11T20:30:00.000Z,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=6733042d6d05e2381326508e,https://carinx.ir/files/5f5111b79253c2520b466ad92201e8ffd6d4df49554a23aebbc56c3bb56083e7.jpg,karencrowd.com
673223280447112ee0d805df,قسمت 23 کارمانی - تولید دستگاه استریلایزر پلاسما,دانش طب امروز,70000000000,70173465000,129,45.000000,بیمه اصل سرمایه توسط صندوق نوآوری و شکوفایی,12 ماهه,2024-12-11T20:30:00.000Z,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=673223280447112ee0d805df,https://carinx.ir/files/3a2ebf25688f7a3b633637583c743b7383490da9457d4b2e6ed2e71bbc4879ec.jpg,karencrowd.com
674d5410bfe61e8ead126052,تامین سرمایه در گردش جهت تولید ست دیشلی نیسانی,توپال تک پویا,100000000000,100000000000,242,44.000000,ضمانت‌نامه این طرح از سوی صندوق پژوهش فناوری استان گیلان با شماره سپاص 1274814031201924 صادر شده و تا تاریخ 1404/08/28 معتبر می‌باشد و با درخواست شرکت سامانه تامین هوشمند نوآفرینان ایرانیان تا زمان مورد درخواست این شرکت قابل تمدید است.,12 ماه,2024-12-10T20:30:00.000Z,6666883dc443c3217a786784,آی فاند,ifund,/api/fund-raises/resolve?id=674d5410bfe61e8ead126052,https://carinx.ir/files/389885c950197e420fa7daed905c8dcc6812a3dff18d35971aafaa96dd3d25d5.jpg.jpg,ifund.ir
67472d0581c22785ba61120b,تامین سرمایه در گردش شرکت صنايع دستی آقاجانی جهت خرید و فروش انواع ظروف تزئینی,صنايع دستی آقاجانی,250000000000,250000000000,65,34.000000,ضمانت نامه تعهد پرداخت,12 ماه,2024-12-10T20:30:00.000Z,6666883dc443c3217a786781,آی‌بی‌کراد,ibcrowd,/api/fund-raises/resolve?id=67472d0581c22785ba61120b,https://carinx.ir/files/2180765c9b3f635f06271a8f3003148ab315f8430183317120512e891cca0b46.jpg,ibcrowd.ir
672f39cad15b8c7140f5c7b1,تامین سرمایه در گردش واردات ورق استیل,بارمان آژند قرن,250000000000,250000000000,555,42.000000,اصل سرمایه,دوازده ماهه,2024-12-08T20:30:00.000Z,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=672f39cad15b8c7140f5c7b1,https://carinx.ir/files/e729f2093ea361c0897dee3f6d7e16aa33fd961fe43120068d22daf996262744.jpg,hamafarin.ir
673d7b161db6a78fadc8b626,تامین سرمایه در گردش تجارت گندله آهن,هرمس انرژی ایرانیان,150000000000,150000000000,510,44.000000,ضمانت‌نامه تعهد پرداخت,12 ماه,2024-12-08T20:29:00.000Z,671920fb2beca8e06873b117,دونگی,dongi,/api/fund-raises/resolve?id=673d7b161db6a78fadc8b626,https://carinx.ir/files/5e7e4f07aa127b55bb951d874413520c33703618cda8a5dbb0d8d94a6fa07abf.jpg,dongi.ir
673b3a601dd520813d6e451a,تأمین مالی جمعی تأمین سرمایه در گردش تولید و فروش اسانس‌های گیاهی,قطران گل ایران,150000000000,150000000000,78,38.000000,چک,12,2024-12-08T03:30:00.000Z,66654ff356281b865f07d8e3,کاریزما‌,charisma,/api/fund-raises/resolve?id=673b3a601dd520813d6e451a,https://carinx.ir/files/6ac047b19b55601f63f8d0fe76d164ecef0bf5df36a803b1932ee091e6680fee.jpg,crowd.charisma.ir
6746fbd528343a7986a88446,تأمین سرمایه در گردش جهت تولید شارژر وایرلس با سیستم صوتی SSE2.V2,مینو ویرا رهپویان فاطر,100000000000,100000000000,212,45.000000,ضمانت نامه صادر شده از سوی صندوق نوآوری و شکوفایی با کد سپاص: 03088878478953513 که به مدت 12 ماه از زمان صدور معتبر می باشد  و با درخواست شرکت سامانه تامین هوشمند نوآفرینان ایرانیان تا زمان مورد درخواست این شرکت قابل تمدید است.,12 ماه,2024-12-06T20:30:00.000Z,6666883dc443c3217a786784,آی فاند,ifund,/api/fund-raises/resolve?id=6746fbd528343a7986a88446,https://carinx.ir/files/c4e0619fa96c835b52c4ea0b1a1c23b2e857c96cc68b029205825b7b371bf409.jpg.jpg,ifund.ir
673ad8145f7406f47213679a,تامین سرمایه در گردش تولید اسنک,رستوران های زنجیره ای زندگی خوشمزه ایرانیان,100000000000,100000000000,407,37.500000,ضمانت شخص ثالث,10 ماه,2024-12-06T20:30:00.000Z,671920fb2beca8e06873b117,دونگی,dongi,/api/fund-raises/resolve?id=673ad8145f7406f47213679a,https://carinx.ir/files/ece63a481cf7fadf744c091b1cf1a8a8725f64d6c7ff43a0869cd31858bdd38a.jpg,dongi.ir
672b1b17d8c33f7b8fe0f45e,تامین سرمایه در گردش جهت خرید و فروش سبد محصولات مراقبتی,تجارت خلاق هدف,500000000000,500000000000,759,44.000000,اصل سرمایه,دوازده ماهه,2024-12-05T20:30:00.000Z,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=672b1b17d8c33f7b8fe0f45e,https://carinx.ir/files/0fdb405d84145df8c0a8ee0a3281a9fa3f2cbb4ff5a6de0028e0fb2bfbea1dd7.jpg,hamafarin.ir
677e16ebd282b5788c0b2a99,تامین سرمایه در گردش خرید و فروش یخچال های ایرانی,راهبرد های شبکه خلاق پارس,250000000000,250000000000,151,43.000000,تعهد پرداخت,12,2024-12-04T20:30:00.000Z,677e1588c1b42fa598149969,سپهرینو,sepehrino,/api/fund-raises/resolve?id=677e16ebd282b5788c0b2a99,https://carinx.ir/files/152e23903f37b481f458250744a9f3634493ce3e9f21e76ad67cedb3ce99b2fd.jpg.jpg,sepehrino.com
672a16eee611443be3dff10a,تامین سرمایه در گردش جهت تولید و فروش مخازن آب,شرق سازه کویر,250000000000,250000000000,57,41.000000,اصل سرمایه,دوازده ماهه,2024-12-04T20:30:00.000Z,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=672a16eee611443be3dff10a,https://carinx.ir/files/463bd1651e8ac0e68861f30a71da4c0a3f4897009ec1d630b95a3494a03da319.jpg,hamafarin.ir
6728551af9775f054d90c7bc,تامین سرمایه در گردش جهت واردات و فروش انواع گوشی همراه سامسونگ,یکتا اجاره هوشمند پویا,80000000000,80000000000,323,42.000000,اصل سرمایه,دوازده ماهه,2024-12-03T20:30:00.000Z,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=6728551af9775f054d90c7bc,https://carinx.ir/files/da8de7d4d391434ba7e10cac72bf30c28dc9a8267d143e4d501d623918f8d1b2.jpg,hamafarin.ir
673af42d6a4265e8269d2de7,تامین سرمایه در گردش شرکت تولیدی و بازرگانی اشجع باطری جهت تولید و فروش انواع باتری یو پی اس,تولیدی و بازرگانی اشجع باطری,250000000000,250000000000,67,34.000000,ضمانت نامه تعهد پرداخت,12 ماه,2024-12-01T20:30:00.000Z,6666883dc443c3217a786781,آی‌بی‌کراد,ibcrowd,/api/fund-raises/resolve?id=673af42d6a4265e8269d2de7,https://carinx.ir/files/f884235339e0ef08e230257572dfaeb38a99d7d36c92c630b467a955ca2dca96.jpg,ibcrowd.ir
672b6167c6dd86f2f50eb9e1,تامین سرمایه درگردش جهت تولید مواد اولیه انواع کودهای آلی,کوهستان سبز نگین باختر,100000000000,100000000000,323,42.000000,اصل سرمایه,دوازده ماهه,2024-12-01T20:30:00.000Z,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=672b6167c6dd86f2f50eb9e1,https://carinx.ir/files/8a2da65eecfcbfa5c2866e65bfd3783dc443668511099ccea535aacd0d02fdbe.jpg,hamafarin.ir
67262278b698340a2d0826d6,تامین سرمایه احداث واحد تولیدی و کلین روم جهت تولید قطره‌ های پزشکی,باران سلامت فارمد,180000000000,180000000000,113,45.000000,ضامن حقوقی + ترهین ملک + چک شرکت,12 ماه,2024-12-01T20:30:00.000Z,670ea97b37339c7ae54e6eae,نوین کراد,novincrowd,/api/fund-raises/resolve?id=67262278b698340a2d0826d6,https://carinx.ir/files/d16b70a2936803861d49c8902baed9666b578481c21b3ea4d48148e0ed633815.webp,novincrowd.ir
67332e5e968c278183e9d31d,تامین سرمایه در گردش جهت تولید ادکلن 100 میل,حس برتر پدیده نو,100000000000,100000000000,383,45.000000,ضمانت‌نامه حسن انجام تعهدات,12 ماه,2024-11-30T20:29:00.000Z,671920fb2beca8e06873b117,دونگی,dongi,/api/fund-raises/resolve?id=67332e5e968c278183e9d31d,https://carinx.ir/files/f54758af6d554de9128a678578a504cc6c2062b2b9fe48f6a8eb30965aba27ad.jpg,dongi.ir
67222df78c904559e7b8184c,تامین سرمایه در گردش جهت افزایش ظرفیت تولید محصولات غذایی,گلبرگ غذایی کوروش,250000000000,250000000000,26,42.000000,چک متقاضی نزد عامل,12 ماه,2024-11-28T20:30:00.000Z,670ea97b37339c7ae54e6eae,نوین کراد,novincrowd,/api/fund-raises/resolve?id=67222df78c904559e7b8184c,https://carinx.ir/files/0eb138b92042ea801e1ecdffc09c4e26e45dbaae1d19129692fef1f03272cfa5.webp,novincrowd.ir
6741d1e5dfbda0dc464c8fa6,تأمین سرمایه در گردش تولید پکیج دی هایدژن,ساخت تجهیزات آریا اروند,250000000000,250000000000,260,42.000000,,,2024-11-27T20:30:00.000Z,66654ff356281b865f07d8e6,حلال فاند,halalfund,/api/fund-raises/resolve?id=6741d1e5dfbda0dc464c8fa6,https://carinx.ir/files/846619168a0683b8ba4ece935e1339c8cf02f56e467f7167c6631c87e8bbeb81.jpg.jpg,halalfund.ir
6720880b16759f697b639dda,تامین سرمایه در گردش تولید کامپاند پلی اتیلن با کاربرد روکش کابل,پردیس گسترش اسپادانا,250000000000,250000000000,529,42.000000,اصل سرمایه,دوازده ماهه,2024-11-27T20:30:00.000Z,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=6720880b16759f697b639dda,https://carinx.ir/files/7fe5f2f4a349012604258c604d0064100c6601d6d06f214bd386fdf3dbf9c352.jpg,hamafarin.ir
6720810f75765103787fac47,قسمت 21 کارمانی - تولید شیرآلات پالایشگاهی,صدرا ماهان پارسیان,50000000000,50000000000,81,20.000000,بیمه اصل سرمایه توسط صندوق نوآوری و شکوفایی,6 ماهه,2024-11-27T20:30:00.000Z,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=6720810f75765103787fac47,https://carinx.ir/files/e7bec00f48255f4b9404de05ba46b9c84c45e4c9e4bc5c605954f94c0acbc9b8.jpg,karencrowd.com
672079fd6844b585f3a4010a,تامین سرمایه در گردش جهت تولید کود مهارگر قارچی,الوند دانه خمین,150000000000,150000000000,46,41.000000,اصل سرمایه,دوازده ماهه,2024-11-27T20:30:00.000Z,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=672079fd6844b585f3a4010a,https://carinx.ir/files/d39e475973303400133351661e3c1cb8a6b84a8f0963852aaad8483ad17c8663.jpg,hamafarin.ir
673cf55eebd17f125276b799,تأمین بخشی از سرمایه در گردش جهت ساخت مجتمع فناوری در پارک علم و فناوری ایرانیان,مدیریت سرمایه بهین تدبیر,140000000000,140000000000,178,42.000000,,,2024-11-26T20:30:00.000Z,66654ff356281b865f07d8e6,حلال فاند,halalfund,/api/fund-raises/resolve?id=673cf55eebd17f125276b799,https://carinx.ir/files/d1058dd9e0c7c892a15bf1f005ca5dbc2d0f51ed40f18844f1e70f78ea1e3e0f.jpg,halalfund.ir
673494e4dd722f32768a5127,تامین سرمایه در گردش شرکت گیتا شیمی سهند جهت توليد و فروش سموم علف کش,گیتا شیمی سهند ,250000000000,250000000000,52,34.000000,ضمانت نامه تعهد پرداخت,12 ماه,2024-11-26T20:30:00.000Z,6666883dc443c3217a786781,آی‌بی‌کراد,ibcrowd,/api/fund-raises/resolve?id=673494e4dd722f32768a5127,https://carinx.ir/files/a93fddf2d6c5ec19128c1f878c54a2be659f1bd983142234da5c7bf0f1ac26ce.jpg,ibcrowd.ir
673494e4dd722f32768a5125,تامین سرمایه در گردش شرکت صنایع صبح پارلار آسیا جهت توليد و فروش قطعات الکترونیکی خودرو، هود و پکیج؛,شرکت صبح پارلار‌آسیا,250000000000,250000000000,62,34.000000,ضمانت نامه تعهد پرداخت,12 ماه,2024-11-26T20:30:00.000Z,6666883dc443c3217a786781,آی‌بی‌کراد,ibcrowd,/api/fund-raises/resolve?id=673494e4dd722f32768a5125,https://carinx.ir/files/b7b027eda07da72bf5f3b2dc8004c8293d7f392cd265c7c9c13d16947d6fa2fa.jpg,ibcrowd.ir
671f4bbb21473780c8b4255b,نورد شمش فولادی و فروش میلگرد,پترو بهراد انرژی,200000000000,200000000000,323,44.000000,ضمانت‌نامه تعهدپرداخت اصل سرمایه,12 ماهه,2024-11-26T20:30:00.000Z,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=671f4bbb21473780c8b4255b,https://carinx.ir/files/9d26b00e26b539da6e3e9bd62f9a7ae173425817703ba042f98afb0688c40fe9.jpg,karencrowd.com
673ba3dc5da41292b3ab1c37,تأمین سرمایه در گردش جهت فروش خط کامل شستشو و بازیافت مواد پلاستیکی PET,توسعه مبادلات فناورانه ایرانیان,100000000000,100000000000,215,42.000000,,,2024-11-25T20:30:00.000Z,66654ff356281b865f07d8e6,حلال فاند,halalfund,/api/fund-raises/resolve?id=673ba3dc5da41292b3ab1c37,https://carinx.ir/files/408ce82161983132512a02fc2405aa91123cd53ec620619dfe06383cd85028f7.jpg,halalfund.ir
673874510438deb95866742f,تأمین سرمایه در گردش جهت خرید و فروش قطعات و لوازم یدکی خودرو,شاهین یدک پارسیان,100000000000,100000000000,218,45.000000,ضمانت¬نامه صادر شده از سوی صندوق پژوهش و فناوری پرشین داروی البرز با کد سپاص: 1504814031194808 که تا تاریخ 1404/08/07 معتبر می¬باشد و با درخواست شرکت سامانه تامین هوشمند نوآفرینان ایرانیان تا زمان مورد درخواست این شرکت قابل تمدید است.,12 ماه,2024-11-25T20:30:00.000Z,6666883dc443c3217a786784,آی فاند,ifund,/api/fund-raises/resolve?id=673874510438deb95866742f,https://carinx.ir/files/877158f5858db41d3b44472c6fb34756d88f590d4d81fe3b5ddf10f97cc784b6.jpg,ifund.ir
671e4083f59a0d72c5fa0778,تامین سرمایه در گردش جهت تولید و فروش 30،000 عدد پیچ ستون فقرات,کیا تولید طبستان,100000000000,100000000000,145,45.000000,چک متقاضی نزد عامل + ترهین ملک,12 ماه,2024-11-25T20:30:00.000Z,670ea97b37339c7ae54e6eae,نوین کراد,novincrowd,/api/fund-raises/resolve?id=671e4083f59a0d72c5fa0778,https://carinx.ir/files/35b6480617944ac573cdd63656271cb0a97f857cae2a13404e5adb2a448f8dc5.webp,novincrowd.ir
672b617dc6dd86f2f50ebbcf,تامین سرمایه در گردش تولید محصولات دارویی فله زردبند,شرکت دارویی زردبند,150000000000,150000000000,525,44.200000,ضمانت‌نامه تعهد پرداخت,12 ماه,2024-11-25T20:29:00.000Z,671920fb2beca8e06873b117,دونگی,dongi,/api/fund-raises/resolve?id=672b617dc6dd86f2f50ebbcf,https://carinx.ir/files/e48644c9b15c17e3b38efec96212e1609d26c551d8a7ed8a46aa36b65095d795.jpg,dongi.ir
6731c7b93bd379bba8a032b4,تامین سرمایه در گردش شرکت عدالت روشن کارن جهت خرید و فروش انواع لوازم یدکی خودرو,عدالت روشن کارن,250000000000,250000000000,73,34.000000,ضمانت نامه تعهد پرداخت,12 ماه,2024-11-24T20:30:00.000Z,6666883dc443c3217a786781,آی‌بی‌کراد,ibcrowd,/api/fund-raises/resolve?id=6731c7b93bd379bba8a032b4,https://carinx.ir/files/7e4761587536b280e2b680294f76ff46b33d1d924485ca1234809e76f6afb7b3.jpg,ibcrowd.ir
6731a492a08a1e8f083f542c,تامین سرمایه در گردش شرکت دارو سلامت فارمد جهت توليد و فروش انواع قرص تقویتی,دارو سلامت فارمد,250000000000,250000000000,7,34.000000,ضمانت نامه تعهد پرداخت,12 ماه,2024-11-24T20:30:00.000Z,6666883dc443c3217a786781,آی‌بی‌کراد,ibcrowd,/api/fund-raises/resolve?id=6731a492a08a1e8f083f542c,https://carinx.ir/files/29a98ec3f6bba20d5f9229cf9c3f1ab3e4928b4fb62c1b401a27d9fc0e38a63a.jpg,ibcrowd.ir
671ce7fccb2a0bf32be4518f,بازرگانی محصولات کنسروی برند یک و یک,پخش یک و یک,250000000000,236961040000,188,22.500000,ضمانت‌نامه تعهدپرداخت اصل سرمایه,6 ماهه,2024-11-24T20:30:00.000Z,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=671ce7fccb2a0bf32be4518f,https://carinx.ir/files/4e0d0e669701d5bbf76b3e0ba6d44cf094ebfa71fc692193887e4a972f41b761.jpg,karencrowd.com
671cafbf4dc72c5ed0058c89,تامین سرمایه در گردش جهت بهبود زنجیره تامین کیسه های رکابی با استفاده از مدیریت هوشمند لجستیک,قائم پخش آدرین,100000000000,100000000000,90,43.000000,ضمانت نامه تعهد پرداخت صندوق پرشین داروی البرز,12 ماه,2024-11-24T20:30:00.000Z,670ea97b37339c7ae54e6eae,نوین کراد,novincrowd,/api/fund-raises/resolve?id=671cafbf4dc72c5ed0058c89,https://carinx.ir/files/f9f9663e4452f57d1a8055d1f7a5b9a4bfc4420b6fcd1a7f276a6a08b4ce0fc7.webp,novincrowd.ir
671cafb04dc72c5ed0058b22,تامین سرمایه در گردش جهت احداث سرچاهی میدان نفتی چشمه خوش,مدیریت هیربدان,250000000000,250000000000,501,42.000000,اصل سرمایه,دوازده ماهه,2024-11-24T20:30:00.000Z,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=671cafb04dc72c5ed0058b22,https://carinx.ir/files/bdb19341aef693f7d5d397109df3c91c87070d62d4e1708e15542ad9a9abf190.jpg,hamafarin.ir
672750d4cb22c6ba384a1fd2,تامین سرمایه در گردش تجارت نخ های نیمه مات,صنایع نساجی فیروزتاب,70000000000,70000000000,294,45.000000,ضمانت‌نامه حسن انجام تعهدات,12 ماه,2024-11-22T20:29:00.000Z,671920fb2beca8e06873b117,دونگی,dongi,/api/fund-raises/resolve?id=672750d4cb22c6ba384a1fd2,https://carinx.ir/files/f9b97d21be32e453cc7f0f2ab4c3b12d2c9baf934206ea817982351f96fa4e81.jpg,dongi.ir
67271f9cc2e4a6e69e2c4d77,تامین سرمایه در گردش شرکت نسل برتر خاورمیانه,نسل برتر خاورمیانه,100000000000,100000000000,415,43.560000,ضمانت‌نامه تعهد پرداخت,12 ماه,2024-11-22T20:29:00.000Z,671920fb2beca8e06873b117,دونگی,dongi,/api/fund-raises/resolve?id=67271f9cc2e4a6e69e2c4d77,https://carinx.ir/files/40a6aa3338482c406ff5dfa44672ba374847762dd2c1d3b4ff61c9d0ff0d2a9d.jpg,dongi.ir
67167ab1a726d60390d36c94,تولید و فروش طلق لاین پریزماتیک,شرکت پایدار پلیمر اوژن,30000000000,30000000000,100,42.000000,ضمانت‌نامه تعهد‌پرداخت اصل سرمایه,12 ماهه,2024-11-20T20:30:00.000Z,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=67167ab1a726d60390d36c94,https://carinx.ir/files/0fc44b6302f7364a2ec313397e876547ce157e7a861c006cc299e9d731713134.jpg,karencrowd.com
67167ab1a726d60390d36c90,قسمت 20 کارمانی - تولید و فروش درام مسی دریچه سرباره,دانش پرتو نقش جهان,50000000000,5830000000,20,42.000000,بیمه اصل سرمایه توسط صندوق نوآوری و شکوفایی,12 ماهه,2024-11-20T20:30:00.000Z,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=67167ab1a726d60390d36c90,https://carinx.ir/files/246b64497f445836b5e8ae889a68c0a09a0683839170d4939ce53074cc13cbcf.jpg,karencrowd.com
6714f7ff068187611ccdcbd1,تامین سرمایه در گردش جهت تولید قطعات پروتزی دندانپزشکی,شرکت دایوپارس(سهامی خاص),250000000000,250000000000,0,35.000000,تضمین اصل‌ سرمایه به همراه تعهد باز خرید توسط متقاضی,12,2024-11-17T20:30:00.000Z,6710a50101b4f1cf53540c9b,پولسار,pulsar,/api/fund-raises/resolve?id=6714f7ff068187611ccdcbd1,https://carinx.ir/files/74839549ccb75acc2c73ddb3585fc7ea62a8d3653c4ef37e59f9d7d7d4d26be3.jpg,pulsar.ir
6713a67ddf2ace299b67a8b1,تولید و فروش طلای خلاق درریس,گروه خلاق طلای درریس,110000000000,110020952000,162,45.000000,ضمانت‌نامه تعهدپرداخت به مبلغ 10 میلیارد تومان,12 ماهه,2024-11-17T20:30:00.000Z,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=6713a67ddf2ace299b67a8b1,https://carinx.ir/files/6bdd6614332e3fc811b382a6a373a611019495cdffc1af5b4155d34499bbc348.jpg,karencrowd.com
67139853a4189c1ce109f14a,تامین سرمایه در گردش لازم جهت خرید مواد اولیه، بسته بندی و فرآوری روغن نباتی,توسعه تجارت پایدار آتیه نوین ایرانیان,250000000000,250000000000,610,42.000000,اصل سرمایه,دوازده ماهه,2024-11-17T20:30:00.000Z,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=67139853a4189c1ce109f14a,https://carinx.ir/files/c411e9ca7bef9ade006aff05b762e1532f872cba17a2ea3a32bc1ef1331f315c.jpg,hamafarin.ir
671f7ccf98a05e53db0699ae,تأمین مالی جمعی تأمین سرمایه در گردش تولید مبلمان اداری,تولیدی بازرگانی نیلپر,250000000000,250000000000,137,38.000000,ضمانتنامه تعهد پرداخت بانکی,12,2024-11-17T03:30:00.000Z,66654ff356281b865f07d8e3,کاریزما‌,charisma,/api/fund-raises/resolve?id=671f7ccf98a05e53db0699ae,https://carinx.ir/files/76f1d3072f3f57b7008e9c9c0fca24db167cd0a75106e606a2f7b5f4c6576cd6.jpg,crowd.charisma.ir
672773ec51b085a35f564f7d,تامین سرمایه در گردش شرکت دنیای نوین عناصر کیان جهت توليد و فروش محصولات آرایشی و بهداشتی و ویتامین سی,دنیای نوین عناصر کیان,230000000000,230000000000,73,37.000000,سهام,12 ماه,2024-11-16T20:30:00.000Z,6666883dc443c3217a786781,آی‌بی‌کراد,ibcrowd,/api/fund-raises/resolve?id=672773ec51b085a35f564f7d,https://carinx.ir/files/8ac9e6a49373964bd10a1cc86e85fff83b8e5ac9de1b668ef3c809820e6cf7ac.jpg,ibcrowd.ir
672749bc8514e1a3134d05ca,تامین سرمایه در گردش شرکت تکران مبرد جهت تولید و فروش آبسردکن," شرکت تکران مبرد",250000000000,250000000000,57,34.000000,ضمانت نامه تعهد پرداخت,12 ماه,2024-11-16T20:30:00.000Z,6666883dc443c3217a786781,آی‌بی‌کراد,ibcrowd,/api/fund-raises/resolve?id=672749bc8514e1a3134d05ca,https://carinx.ir/files/2bdd89a1e8d1265309eebc704e99a8459e32bacfe3acb8934b8bf943f26587cc.jpg,ibcrowd.ir
671360269a273812b7e43870,تامین سرمایه در گردش تولید پارکینگ مکانیزه,فرداد سرمایه ثمین,100000000000,100000000000,99,46.000000,ضمانت نامه شخص ثالث + چک متقاضی,12 ماه,2024-11-14T20:30:00.000Z,670ea97b37339c7ae54e6eae,نوین کراد,novincrowd,/api/fund-raises/resolve?id=671360269a273812b7e43870,https://carinx.ir/files/c48b8780b407c39e85c67320fe67f13d1c9423fba82a47ad07d5b2adb05c838a.webp,novincrowd.ir
